country,ccode,year,month,dates,elecViolence1,l.elecViolence1,elecViolence2,l.elecViolence2,tae1,nvio1,tae2,nvio2,pcgdp,growth,logIMR,logpredict,SPI,lnpop2,political_violence,gov_democracy,gov_interim,logtenure,dem_duration,regav_dem,regav_pcgdp,regav_IMR,regav_growth,gdpdiff,del_reggdp,del_regten,del_regdem,growthdiff,del_reggrow
Senegal,433,1988,2,2/28/1988,vio,0,peace,0,2,1,3,0,880.7119751,0.959478498,4.293195248,0.002974145,-0.470606741,77.9254837,-0.361005604,0,0,4.465908051,0,0.082243639,854.2919312,4.535146811,1.037384194,1.030926228,0.029599555,-0.020730458,0.012013397,0.924901783,-0.028008165
Bangladesh,771,1988,3,3/3/1988,vio,1,vio,1,1,2,1,2,302.5879822,1.051236749,4.673762798,0.002912489,0.309758077,132.562027,-0.149236739,0,0,4.304065228,0,0.998275462,2947.018555,3.63976677,1.097530527,0.102675967,0.080506392,-0.0792448,0.050842077,0.957820058,0.035602037
El Salvador,92,1988,3,3/20/1988,vio,1,peace,0,1,4,2,3,545.5480347,1.15105927,3.923951626,0.002368696,-0.17011573,73.18112946,6.22625351,0,0,3.850147486,0,1.787314475,3735.362061,3.429599416,1.057438971,0.146049574,0.043224122,0.041555684,0.076373562,1.088534951,0.024976851
Kenya,501,1988,3,3/21/1988,vio,0,vio,0,3,0,3,0,570.5239868,1.002607942,4.149463654,0.002823082,-0.457573856,99.88033295,-0.361005604,0,0,4.762174129,0,0.083065865,854.2919312,4.535146811,1.037384194,0.667832553,0.029599555,-0.019462876,0.01160808,0.966476977,-0.028008165
Kenya,501,1988,3,3/21/1988,vio,0,vio,0,3,0,3,0,570.5239868,1.002607942,4.149463654,0.002823082,-0.457573856,99.88033295,-0.361005604,0,0,4.762174129,0,0.083065865,854.2919312,4.535146811,1.037384194,0.667832553,0.029599555,-0.019462876,0.01160808,0.966476977,-0.028008165
Iran,630,1988,4,4/8/1988,peace,1,peace,0,1,2,6,0,5715.744141,1.045853138,3.897923946,0.000784899,0.052167679,117.8391113,-0.228349626,0,0,4.718498707,0,0.28276274,4990.947754,3.671359089,0.999131999,1.145222187,-0.014856935,0.059393544,0.013490585,1.046761751,-0.095877476
France,220,1988,4,4/24/1988,peace,0,peace,0,8,0,8,0,18241,1.086164236,2.066862822,0.000641464,1.169502035,120.1446991,-0.345791578,1,0,4.442651272,3.417726755,2.525941145,14566.23535,2.397291026,1.091796102,1.252279639,0.086387664,0.027362438,0.019298149,0.994841635,-0.072677091
Cameroon,471,1988,4,4/24/1988,peace,1,peace,1,1,1,1,1,1380.51001,0.986578882,4.452019215,0.017961696,-1.225526247,82.67012024,-0.361005604,0,0,4.204692841,0,0.083866672,854.2919312,4.535146811,1.037384194,1.615969896,0.029599555,-0.018302545,0.011230686,0.951025546,-0.028008165
Cameroon,471,1988,4,4/24/1988,peace,1,peace,1,1,1,1,1,1380.51001,0.986578882,4.452019215,0.017961696,-1.225526247,82.67012024,-0.361005604,0,0,4.204692841,0,0.083866672,854.2919312,4.535146811,1.037384194,1.615969896,0.029599555,-0.018302545,0.011230686,0.951025546,-0.028008165
Ecuador,130,1988,5,5/8/1988,peace,0,peace,0,6,1,5,1,1234.669922,0.926825047,3.873282194,0.005795194,-0.558436066,84.44673157,-0.361005604,1,0,3.850147486,2.310883999,1.801268805,3735.362061,3.429599416,1.057438971,0.330535531,0.043224122,0.042928193,0.077177793,0.876480877,0.024976851
France,220,1988,5,5/8/1988,peace,0,peace,0,9,0,9,0,18241,1.086164236,2.066862822,0.000795746,1.32934678,120.1446991,-0.345791578,1,0,4.454347134,3.420455217,2.281124521,13624.62207,2.452929234,1.08981291,1.33882618,0.059784006,0.035325229,-0.073203653,0.996652007,-0.068617925
Denmark,390,1988,5,5/10/1988,peace,0,peace,0,7,0,7,0,22528.11133,1.055183291,2.066862822,0.000507521,-0.80214642,72.95748138,-0.361005604,1,0,4.248495102,4.481117725,2.281124521,13624.62207,2.452929234,1.08981291,1.653485179,0.059784006,0.035325229,-0.073203653,0.968224227,-0.068617925
Iran,630,1988,5,5/13/1988,peace,0,peace,0,2,2,7,0,5715.744141,1.045853138,3.897923946,0.00078862,0.015024965,117.8391113,-0.228349626,0,0,4.727387905,0,0.283809573,4990.947754,3.671359089,0.999131999,1.145222187,-0.014856935,0.058917467,0.013273035,1.046761751,-0.095877476
France,220,1988,6,6/5/1988,peace,0,peace,0,10,0,10,0,18241,1.086164236,2.066862822,0.000536084,1.036139603,120.1446991,-0.345791578,1,0,4.465908051,3.423176289,2.440890622,14306.46191,2.4045052,1.091519683,1.275018215,0.086064309,0.027527673,0.019093579,0.995093584,-0.070561759
France,220,1988,6,6/12/1988,peace,0,peace,0,11,0,11,0,18241,1.086164236,2.066862822,0.000536084,1.036139603,120.1446991,-0.345791578,1,0,4.465908051,3.423176289,2.440890622,14306.46191,2.4045052,1.091519683,1.275018215,0.086064309,0.027527673,0.019093579,0.995093584,-0.070561759
Mali,432,1988,6,6/26/1988,peace,0,peace,0,2,1,5,0,287.0830078,0.989685476,4.906754971,0.002407074,0.185882941,81.60527039,-0.361005604,0,0,5.468060017,0,0.085408563,854.2919312,4.535146811,1.037384194,0.336047888,0.029599555,-0.016251624,0.010548649,0.954020202,-0.028008165
Mexico,70,1988,7,7/6/1988,vio,0,peace,0,5,0,6,0,2459.98999,1.199802041,3.701302052,0.000356498,-0.300317868,127.7429199,-0.361005604,0,0,4.234106541,0,1.814609784,3735.362061,3.429599416,1.057438971,0.658568025,0.043224122,0.043813031,0.077778265,1.134630084,0.024976851
Mexico,70,1988,7,7/6/1988,vio,0,peace,0,5,0,6,0,2459.98999,1.199802041,3.701302052,0.000356498,-0.300317868,127.7429199,-0.361005604,0,0,4.234106541,0,1.814609784,3735.362061,3.429599416,1.057438971,0.658568025,0.043224122,0.043813031,0.077778265,1.134630084,0.024976851
Equatorial Guinea,411,1988,7,7/10/1988,vio,1,vio,1,1,1,1,1,296.9079895,1.044483423,4.889596939,0.002771625,0.204536167,34.40513992,-0.361005604,0,0,4.691348076,0,0.086151703,854.2919312,4.535146811,1.037384194,0.347548634,0.029599555,-0.015340178,0.010239396,1.006843448,-0.028008165
Thailand,800,1988,7,7/24/1988,peace,0,peace,0,3,3,6,0,1159.090088,1.196077585,3.51154542,0.016209131,0.125514023,119.2861633,-0.361005604,1,0,4.634728909,0,1.021419879,2838.518555,3.679724689,1.099563056,0.408343315,0.009641778,0.019114293,0.06012544,1.08777535,0.037634566
Singapore,830,1988,9,9/3/1988,peace,0,peace,0,4,0,4,0,9328.950195,1.196833968,2.001480103,0.000507209,1.185360614,63.45804596,-0.361005604,0,0,5.631211758,0,0.991031431,2871.066162,3.665825136,1.092964789,3.249298334,-0.009080051,-0.088557079,0.019486818,1.095034361,0.031036299
Sweden,380,1988,9,9/18/1988,peace,0,peace,0,5,0,5,0,23991.46875,1.124232411,1.824549317,0.000412908,0.499127007,81.77252197,-0.361005604,1,0,3.465735912,4.257974148,2.471894346,14616.27637,2.390901381,1.09148407,1.641421437,0.107037708,0.026134944,0.045137528,1.030003548,-0.070597373
Chile,483,1988,10,10/5/1988,vio,0,vio,0,1,0,1,0,298.4179993,1.140493155,4.771531582,0.003215394,0.912911898,74.62935638,4.945233345,0,0,4.356709003,0,0.088280647,854.2919312,4.535146811,1.037384194,0.34931618,0.044046309,0.143995881,0.011247382,1.099393249,-0.029596759
Zambia,551,1988,10,10/26/1988,peace,0,peace,0,2,1,3,1,543.315979,1.374967337,4.720283031,0.006304762,-0.461122168,79.45318604,-0.361005604,0,0,5.669880867,0,0.088280647,854.2919312,4.535146811,1.037384194,0.635984004,0.044046309,0.143995881,0.011247382,1.325417638,-0.029596759
Zambia,551,1988,10,10/26/1988,peace,0,peace,0,2,1,2,1,543.315979,1.374967337,4.720283031,0.006304762,-0.461122168,79.45318604,-0.361005604,0,0,5.669880867,0,0.088280647,854.2919312,4.535146811,1.037384194,0.635984004,0.044046309,0.143995881,0.011247382,1.325417638,-0.029596759
Israel,666,1988,11,11/1/1988,peace,0,peace,0,4,0,4,0,10886.14941,1.218464255,2.341805696,0.001244445,1.937183842,69.96744537,-0.194878787,1,0,3.295836926,3.725693464,0.289800804,4990.947754,3.671359089,0.999131999,2.181178808,0.020485455,0.041134313,0.025679044,1.219522834,-0.093847603
United States of America,2,1988,11,11/8/1988,peace,0,peace,0,7,0,7,0,21376,1.068748116,2.302585125,0.000652609,-0.593914278,154.3241119,-0.357962787,1,0,4.564348221,5.301645279,1.839778797,3735.362061,3.429599416,1.057438971,5.722604752,0.043224122,0.031862106,0.07858023,1.010694861,0.024976851
United States of America,2,1988,11,11/8/1988,peace,0,peace,0,7,0,7,0,21376,1.068748116,2.302585125,0.000652609,-0.593914278,154.3241119,-0.357962787,1,0,4.564348221,5.301645279,1.839778797,3735.362061,3.429599416,1.057438971,5.722604752,0.043224122,0.031862106,0.07858023,1.010694861,0.024976851
Pakistan,770,1988,11,11/16/1988,peace,1,peace,0,1,1,2,1,500.3079834,1.124115825,4.696837425,0.010301489,0.624129925,133.7465973,0.195827395,1,0,1.791759491,0,1.037480579,2947.018555,3.63976677,1.097530527,0.169767499,-0.042726126,-0.228505284,-0.042868596,1.024222851,0.029946959
Canada,20,1988,11,11/21/1988,peace,0,peace,0,4,0,4,0,19040.91016,1.160473466,1.974081039,0.000293822,0.483153707,104.0712204,-0.361005604,1,0,3.951243639,4.05900526,1.839778797,3735.362061,3.429599416,1.057438971,5.097473621,0.043224122,0.031862106,0.07858023,1.097437739,0.024976851
Venezuela,101,1988,12,12/4/1988,peace,0,peace,0,3,0,3,0,3292.789795,1.257154703,3.280911207,0.002339772,1.113507033,96.76586914,-0.351877183,1,0,4.094344616,3.463128328,1.773421941,3699.935059,3.440253392,1.063021302,0.889958799,0.049996037,0.09747345,0.006345351,1.182624221,0.03055918
Venezuela,101,1988,12,12/4/1988,peace,0,peace,0,3,0,3,0,3292.789795,1.257154703,3.280911207,0.002339772,1.113507033,96.76586914,-0.351877183,1,0,4.094344616,3.463128328,1.773421941,3699.935059,3.440253392,1.063021302,0.889958799,0.049996037,0.09747345,0.006345351,1.182624221,0.03055918
Rwanda,517,1988,12,12/19/1988,peace,0,peace,0,5,0,5,0,409.1489868,1.033598661,4.520700932,0.020088458,-0.220929623,78.28746796,-0.361005604,0,0,5.231108665,0,0.089623924,854.2919312,4.535146811,1.037384194,0.478933454,0.029599555,0.122512743,0.008941362,0.996350884,-0.028008165
Sri Lanka,780,1988,12,12/19/1988,vio,1,peace,0,1,2,2,1,485.1669922,1.03481102,2.954910278,0.005812977,0.041433035,94.77205658,8.821764946,0,0,4.934473991,0,1.010219828,2882.631592,3.678921945,1.098515279,0.168306977,0.043376349,-0.238768205,0.045969151,0.942008793,0.039865069
Algeria,615,1988,12,12/22/1988,vio,1,peace,1,1,1,1,1,2143.73999,0.792477965,3.763522863,0.010544817,1.035986454,101.5200729,-0.361005604,0,0,4.787491798,0,0.290754611,4990.947754,3.671359089,0.999131999,0.429525644,-0.014856935,0.055860795,0.011931013,0.793166459,-0.095877476
Rwanda,517,1988,12,12/26/1988,peace,0,peace,0,6,0,6,0,409.1489868,1.033598661,4.520700932,0.020088458,-0.220929623,78.28746796,-0.361005604,0,0,5.231108665,0,0.089623924,854.2919312,4.535146811,1.037384194,0.478933454,0.029599555,0.122512743,0.008941362,0.996350884,-0.028008165
Jamaica,51,1989,2,2/9/1989,peace,0,peace,0,2,2,3,1,1588.560059,1.157226801,3.261935234,0.000967931,0.46474993,60.27294922,-0.361005604,1,0,4.615120411,3.317211628,1.896045903,3794.88916,3.392360256,1.022127312,0.418605119,0.086244106,0.225846633,0.17040956,1.13217485,-0.022846859
Jamaica,51,1989,2,2/9/1989,peace,0,peace,0,2,2,3,1,1588.560059,1.157226801,3.261935234,0.002940029,0.46474993,60.27294922,-0.361005604,1,0,0.693147182,3.317211628,1.896045903,3794.88916,3.392360256,1.022127312,0.418605119,0.086244106,0.225846633,0.17040956,1.13217485,-0.022846859
Sri Lanka,780,1989,2,2/15/1989,vio,1,peace,0,1,3,3,1,482.1279907,0.993736207,2.912350655,0.000623268,0.272125175,95.02817535,2.464531183,0,0,1.098612309,0,1.061663023,3108.69751,3.609525834,1.052858722,0.155090034,-0.016170165,-0.103798382,0.083961189,0.943845749,-0.052783955
Madagascar,580,1989,3,3/12/1989,vio,0,vio,0,4,0,4,0,222.9200134,0.992798567,4.615120411,0.007948206,0.936155067,86.51828003,-0.361005604,0,0,5.117993832,0,0.08896425,898.7067261,4.506112256,0.980012244,0.24804534,0.015347803,0.161927402,0.005898385,1.013047099,-0.057371948
El Salvador,92,1989,3,3/19/1989,vio,1,peace,0,1,5,3,3,667.3809814,1.223322153,3.875359058,0.013443434,-0.227551807,73.40753174,6.043685436,0,0,4.077537537,0,1.863033574,3978.892334,3.393737819,1.038609048,0.167730346,0.025054697,0.111591741,0.075719096,1.17784667,-0.018829923
Laos,812,1989,3,3/26/1989,peace,1,peace,0,1,0,1,0,172.5232086,1.158143759,4.732683659,0.009255386,-1.060512142,69.10697937,-0.361005604,0,0,5.081404209,0,1.095134237,3041.42041,3.607299637,1.050987241,0.056724552,0.034706865,-0.185373157,0.096858777,1.101957917,-0.046543285
Iraq,645,1989,4,4/1/1989,vio,1,vio,1,1,1,1,1,411.323822,1.324352384,3.763522863,0.002186802,-1.282434351,94.80426025,5.076074123,0,0,4.779123306,0,0.29449332,5074.354492,3.624724866,0.980626649,0.081059337,-0.040945455,0.055121474,0.01173058,1.350516438,-0.01850535
Tunisia,616,1989,4,4/2/1989,vio,1,vio,1,1,2,1,2,1386.02002,0.981941342,3.82646513,0.009368491,-0.258385422,80.87732697,-0.361005604,0,0,2.944438934,0,0.29449332,5074.354492,3.624724866,0.980626649,0.273142129,-0.040945455,0.055121474,0.01173058,1.001340628,-0.01850535
Tunisia,616,1989,4,4/2/1989,vio,1,peace,1,1,2,1,3,1386.02002,0.981941342,3.82646513,0.009368491,-0.258385422,80.87732697,-0.361005604,0,0,2.944438934,0,0.29449332,5074.354492,3.624724866,0.980626649,0.273142129,-0.040945455,0.055121474,0.01173058,1.001340628,-0.01850535
Paraguay,150,1989,5,5/1/1989,peace,1,peace,1,1,3,1,3,977.835022,0.702255785,3.645449877,0.025840448,-1.237456489,69.34116364,-0.361005604,0,0,1.609437943,0,1.874270202,3978.892334,3.393737819,1.038609048,0.245755583,0.025054697,0.107029527,0.0730014,0.676150262,-0.018829923
Paraguay,150,1989,5,5/1/1989,peace,1,peace,1,1,3,1,3,977.835022,0.702255785,3.645449877,0.025840448,-1.237456489,69.34116364,-0.361005604,0,0,1.609437943,0,1.874270202,3978.892334,3.393737819,1.038609048,0.245755583,0.025054697,0.107029527,0.0730014,0.676150262,-0.018829923
Bolivia,145,1989,5,5/7/1989,peace,0,peace,0,2,1,5,0,715.5250244,1.004744887,4.481872082,0.014785598,-0.791825022,77.10606384,-0.35492,1,0,3.850147486,2.025952816,1.874270202,3978.892334,3.393737819,1.038609048,0.179830208,0.025054697,0.107029527,0.0730014,0.96739471,-0.018829923
Bolivia,145,1989,5,5/7/1989,peace,0,peace,0,2,1,5,0,715.5250244,1.004744887,4.481872082,0.014785598,-0.791825022,77.10606384,-0.35492,1,0,3.850147486,2.025952816,1.874270202,3978.892334,3.393737819,1.038609048,0.179830208,0.025054697,0.107029527,0.0730014,0.96739471,-0.018829923
Panama,95,1989,5,5/7/1989,peace,1,peace,0,2,1,4,0,2171.72998,0.981941283,3.273364067,0.009272037,0.413000714,60.36935043,-0.361005604,0,0,4.262680054,0,1.874270202,3978.892334,3.393737819,1.038609048,0.545812726,0.025054697,0.107029527,0.0730014,0.945438802,-0.018829923
Panama,95,1989,5,5/7/1989,peace,1,peace,0,1,1,4,0,2171.72998,0.981941283,3.273364067,0.009272037,0.413000714,60.36935043,-0.361005604,0,0,4.262680054,0,1.874270202,3978.892334,3.393737819,1.038609048,0.545812726,0.025054697,0.107029527,0.0730014,0.945438802,-0.018829923
Comoros,581,1989,5,5/11/1989,peace,1,peace,1,1,1,1,1,731.0800171,0.946831763,4.504244328,0.007757944,0.222217242,36.72401047,-0.361005604,0,0,4.897840023,0,0.092609941,858.3849487,4.523184018,0.97897301,0.851692498,-0.027829388,0.110080607,0.007962726,0.967168391,-0.058411185
Argentina,160,1989,5,5/14/1989,peace,1,peace,0,1,2,4,0,3425.288818,0.780865252,3.230804443,0.007706308,-1.588083232,107.7310028,-0.357962787,1,0,4.204692841,1.884541154,1.874270202,3978.892334,3.393737819,1.038609048,0.860864937,0.025054697,0.107029527,0.0730014,0.751837492,-0.018829923
Argentina,160,1989,5,5/14/1989,peace,1,peace,0,1,2,4,0,3425.288818,0.780865252,3.230804443,0.007706308,-1.588083232,107.7310028,-0.357962787,1,0,4.204692841,1.884541154,1.874270202,3978.892334,3.393737819,1.038609048,0.860864937,0.025054697,0.107029527,0.0730014,0.751837492,-0.018829923
Madagascar,580,1989,5,5/28/1989,vio,1,peace,1,1,1,1,1,222.9200134,0.992798567,4.615120411,0.003879136,0.876808627,86.51828003,-0.361005604,0,0,5.129898548,0,0.092609941,858.3849487,4.523184018,0.97897301,0.25969702,-0.027829388,0.110080607,0.007962726,1.014122486,-0.058411185
Poland,290,1989,6,6/4/1989,vio,1,vio,1,1,1,1,1,1768.609985,0.974000692,2.753660679,0.006223681,-0.485925434,111.1691284,-0.361005604,1,0,4.553876877,0,2.459402537,14502.08203,2.36411968,1.006588344,0.121955588,0.001971831,-0.118226007,0.018511916,0.967625618,-0.084931336
Poland,290,1989,6,6/4/1989,vio,1,vio,1,1,1,1,1,1768.609985,0.974000692,2.753660679,0.006223681,-0.485925434,111.1691284,-0.361005604,1,0,4.553876877,0,2.459402537,14502.08203,2.36411968,1.006588344,0.121955588,0.001971831,-0.118226007,0.018511916,0.967625618,-0.084931336
Ireland,205,1989,6,6/15/1989,peace,0,peace,0,4,1,6,0,10750.92969,1.037561297,2.079441547,0.0004912,0.579705263,66.73892975,-0.361005604,1,0,3.367295742,4.225616455,2.459402537,14502.08203,2.36411968,1.006588344,0.741337001,0.001971831,-0.118226007,0.018511916,1.030770183,-0.084931336
Greece,350,1989,6,6/18/1989,peace,1,peace,1,1,1,1,1,7879.209961,1.032304645,2.484906673,0.00410228,-1.352883238,85.00506592,-0.318406343,1,0,4.543294907,2.767366886,2.459402537,14502.08203,2.36411968,1.006588344,0.543315768,0.001971831,-0.118226007,0.018511916,1.025547981,-0.084931336
Benin,434,1989,6,6/18/1989,peace,0,peace,0,3,0,3,0,491.1470032,0.902281463,4.704110146,0.011534297,-0.313164307,71.23226929,-0.361005604,0,0,5.308267593,0,0.090850797,843.0896606,4.519907817,0.970051115,0.582556069,-0.062105104,0.041920383,0.005442235,0.930138052,-0.06733308
Equatorial Guinea,411,1989,6,6/25/1989,vio,1,vio,1,1,2,1,2,253.2409973,0.852927506,4.870606422,0.012088466,-0.615122929,34.75437546,-0.361005604,0,0,4.787491798,0,0.090850797,843.0896606,4.519907817,0.970051115,0.300372571,-0.062105104,0.041920383,0.005442235,0.879260361,-0.06733308
Japan,740,1989,7,7/23/1989,peace,0,peace,0,8,0,8,0,24830.99023,0.99065876,1.54756248,0.000449662,-0.093490452,137.1337891,-0.361005604,1,0,1.098612309,3.669951439,1.095956737,3108.69751,3.609525834,1.052858722,7.987586498,0.114361189,-0.084547788,0.07453686,0.940922797,-0.046704333
Iran,630,1989,7,7/28/1989,peace,0,peace,0,3,2,8,0,3572.527344,0.625032723,3.848017693,0.001430609,-0.405501356,118.5113449,-0.173579171,0,0,1.098612309,0,0.297153959,5074.354492,3.624724866,0.980626649,0.704035819,-0.040945455,0.054017749,0.011293722,0.637380898,-0.01850535
Netherlands,210,1989,9,9/6/1989,peace,0,peace,0,5,0,5,0,17595.64063,0.980007946,1.945910096,0.000382091,-0.889521481,92.19974518,-0.348834395,1,0,4.43081665,4.78470993,2.472298169,14502.08203,2.36411968,1.006588344,1.213318229,-0.019001568,-0.109198697,0.000403823,0.973593593,-0.084895723
South Africa,560,1989,9,9/6/1989,vio,1,peace,0,1,3,2,2,2753.51001,1.01803124,3.881563902,0.006081071,0.451825177,110.0477371,0.234156474,0,0,1.098612309,0,0.056497814,858.3849487,4.523184018,0.97897301,3.207779884,-0.027829388,0.069965623,-0.031089121,1.039897203,-0.058411185
Norway,385,1989,9,9/10/1989,peace,0,peace,0,4,0,4,0,24245.45117,1.004236817,2.014903069,0.0005322,1.239174234,69.69136047,-0.361005604,1,0,3.737669706,4.660289288,2.472298169,14502.08203,2.36411968,1.006588344,1.67185998,-0.019001568,-0.109198697,0.000403823,0.997663856,-0.084895723
Congo,484,1989,9,9/24/1989,vio,0,vio,0,3,0,3,0,1107.119995,0.994163156,4.100989342,0.006991747,-0.289356371,60.09230423,-0.361005604,0,0,4.85981226,0,0.056497814,858.3849487,4.523184018,0.97897301,1.289770961,-0.027829388,0.069965623,-0.031089121,1.0155164,-0.058411185
Botswana,571,1989,10,10/7/1989,peace,0,peace,0,3,0,3,0,2584.22998,1.077355027,3.720862389,0.004013889,0.150811503,51.87339401,-0.357962787,0,0,4.727387905,0,0.05656457,858.3849487,4.523184018,0.97897301,3.010572433,-0.027829388,0.069515765,-0.031716075,1.1004951,-0.058411185
Spain,230,1989,10,10/29/1989,peace,0,peace,0,4,0,4,0,10540.01953,1.100791097,2.272125959,0.000908561,-1.06735846,111.6523895,-0.284935504,1,0,4.43081665,2.656756878,2.430110857,14343.93652,2.361803394,1.009973984,0.734806597,-0.004767281,-0.11372038,-0.056845207,1.089920282,-0.08120703
Greece,350,1989,11,11/5/1989,peace,0,peace,0,2,1,2,1,7879.209961,1.032304645,2.484906673,0.006350682,-1.462845587,85.00506592,-0.318406343,1,0,1.098612309,2.793208122,2.386489127,14653.24805,2.378516036,0.995230194,0.537710845,-0.031367227,-0.127430752,-0.062179659,1.037252188,-0.096289486
Greece,350,1989,11,11/5/1989,peace,0,peace,0,2,1,2,1,7879.209961,1.032304645,2.484906673,0.005735821,-1.462845587,85.00506592,-0.318406343,1,0,0.693147182,2.793208122,2.386489127,14653.24805,2.378516036,0.995230194,0.537710845,-0.031367227,-0.127430752,-0.062179659,1.037252188,-0.096289486
Jordan,663,1989,11,11/8/1989,peace,0,peace,0,1,0,1,0,1252.549927,0.644209802,3.430756092,0.00261869,0.758793217,65.44717407,-0.361005604,0,0,6.107022762,0,0.365504241,4617.764648,3.626220275,0.977114707,0.271245956,-0.118597455,-0.06416966,0.075703435,0.659298003,-0.022017291
Brazil,140,1989,11,11/15/1989,peace,0,peace,0,4,0,4,0,3086.829834,1.348779321,3.96651125,0.002751459,0.525967502,141.5813904,-0.361005604,1,0,4.060442924,1.763588548,1.922661996,3923.280518,3.396189586,1.04018247,0.78679812,0.02374221,0.045094147,0.082883202,1.296675682,-0.017256502
