country,ccode,year,month,dates,elecViolence1,l.elecViolence1,elecViolence2,l.elecViolence2,tae1,nvio1,tae2,nvio2,pcgdp,growth,logIMR,logpredict,SPI,lnpop2,political_violence,gov_democracy,gov_interim,logtenure,dem_duration,regav_dem,regav_pcgdp,regav_IMR,regav_growth,gdpdiff,del_reggdp,del_regten,del_regdem,growthdiff,del_reggrow
Guinea,438,1998,12,12/14/1998,vio,1,vio,1,1,4,1,4,591.5109863,0.941608608,4.708629131,0.017945822,-0.612691508,81.02345276,-0.361005604,0,0,5.181783676,0,0.478312944,975.9370117,4.42863523,0.969488608,0.606095433,-0.042755861,0.108443663,0.045154065,0.971242547,-0.038132217
Kazakhstan,705,1999,1,1/10/1999,vio,0,vio,0,5,0,5,0,1132.119995,0.764899373,3.673765898,0.004832797,-0.005278963,92.57034302,-0.361005604,0,0,4.672828674,0,1.457629283,3950.875732,3.404610202,1.054774219,0.286549121,0.045128282,0.075995393,0.037626483,0.725178301,0.132195756
Syria,652,1999,2,2/10/1999,peace,0,peace,0,7,2,7,1,1043.170044,1.014589071,3.030133724,0.003548699,-0.693659489,93.1871109,-0.361005604,0,0,5.823045731,0,0.360329791,7105.852051,3.148615842,1.069013329,0.146804363,0.028136639,0.065398544,-0.012801433,0.949089289,0.084688462
Estonia,366,1999,3,3/7/1999,peace,0,peace,0,3,0,3,0,4155.129883,1.015869498,2.261763096,0.000618094,1.421687317,52.28062439,-0.361005604,1,0,0.693147182,2.149822235,2.537384445,16898.22461,2.140671615,0.972365412,0.245891511,-0.011655266,0.088121749,0.054708052,1.044740438,-0.068770401
Estonia,366,1999,3,3/7/1999,peace,0,peace,0,3,0,3,0,4155.129883,1.015869498,2.261763096,0.000603878,1.421687317,52.28062439,-0.361005604,1,0,3.258096457,2.149822235,2.537384445,16898.22461,2.140671615,0.972365412,0.245891511,-0.011655266,0.088121749,0.054708052,1.044740438,-0.068770401
Equatorial Guinea,411,1999,3,3/7/1999,vio,1,vio,1,1,5,1,5,1670.526001,1.374967337,4.675628662,0.002849968,-1.465026687,38.74512482,-0.361005604,0,0,5.468060017,0,0.488498054,987.3171997,4.408533135,0.978662502,1.69198513,-0.057949986,0.091507979,0.054651596,1.404945374,0.00972475
El Salvador,92,1999,3,3/7/1999,peace,0,peace,0,4,7,8,3,1935.540039,1.022926211,3.346389055,0.002270306,1.225552385,75.42495728,-0.361005604,1,0,4.077537537,2.374905825,2.58895714,5859.616211,3.047716467,0.979521154,0.33031857,-0.048792902,-0.009669655,-0.009271814,1.044312477,-0.048631161
Finland,375,1999,3,3/21/1999,peace,0,peace,0,12,0,12,0,26243.24023,1.007257581,1.280933857,0.000287666,0.989906922,73.09004211,-0.361005604,1,0,4.127134323,4.01035881,2.537384445,16898.22461,2.140671615,0.972365412,1.553017616,-0.011655266,0.088121749,0.054708052,1.035883784,-0.068770401
Togo,461,1999,3,3/21/1999,peace,1,peace,1,1,5,1,1,364.1059875,0.973368466,4.355425835,0.005011043,0.643719404,71.31800079,-0.359184057,0,0,5.953243256,0,0.488498054,987.3171997,4.408533135,0.978662502,0.368783206,-0.057949986,0.091507979,0.054651596,0.994590521,0.00972475
Benin,434,1999,3,3/30/1999,peace,0,peace,0,8,0,8,0,552.3699951,1.063147545,4.511957645,0.002138776,0.778978178,76.61730194,-0.361005604,1,0,3.610917807,2.187922239,0.488498054,987.3171997,4.408533135,0.978662502,0.559465587,-0.057949986,0.091507979,0.054651596,1.086327076,0.00972475
Djibouti,522,1999,4,4/9/1999,vio,0,vio,0,7,1,5,1,1222.450073,1.022619843,4.396915436,0.007726537,0.342772748,43.15016174,-0.357767284,0,0,5.575949192,0,0.473488217,964.9434814,4.41206807,0.978011433,1.266861796,-0.047913242,0.024496647,0.027023606,1.045611382,0.008522825
Algeria,615,1999,4,4/15/1999,vio,1,vio,1,1,5,1,3,1630.069946,0.998150706,3.538056612,0.01061645,-0.15527275,106.801033,8.506644249,0,0,0.693147182,0,0.357410831,7106.106445,3.169700472,1.067641948,0.229390025,0.02045094,-0.036559682,-0.016584152,0.934911489,0.083317086
Algeria,615,1999,4,4/15/1999,vio,1,vio,1,1,5,1,3,1630.069946,0.998150706,3.538056612,0.002911554,-0.15527275,106.801033,8.506644249,0,0,4.174387455,0,0.357410831,7106.106445,3.169700472,1.067641948,0.229390025,0.02045094,-0.036559682,-0.016584152,0.934911489,0.083317086
Turkey,640,1999,4,4/18/1999,vio,0,vio,0,3,5,3,3,4018.999756,0.91605103,3.532225609,0.003372495,-0.443437464,122.0144424,5.451675892,1,0,1.609437943,2.798297167,0.357410831,7106.106445,3.169700472,1.067641948,0.565569878,0.02045094,-0.036559682,-0.016584152,0.858013332,0.083317086
Panama,95,1999,5,5/2/1999,peace,0,peace,0,5,1,7,0,4136.060059,1.027000546,3.104586601,0.000819114,-0.012288143,63.56373596,-0.361005604,1,0,4.060442924,2.343407154,2.618284088,5978.279297,3.038563529,0.980863804,0.69184792,-0.025995867,-0.002374977,-0.027900411,1.047036886,-0.048151791
Panama,95,1999,5,5/2/1999,peace,0,peace,0,5,1,7,0,4136.060059,1.027000546,3.104586601,0.000819114,-0.012288143,63.56373596,-0.361005604,1,0,4.060442924,2.343407154,2.618284088,5978.279297,3.038563529,0.980863804,0.69184792,-0.025995867,-0.002374977,-0.027900411,1.047036886,-0.048151791
Nepal,790,1999,5,5/3/1999,vio,0,peace,0,3,2,5,0,229.84198,1.008791208,4.139955044,0.004446357,1.04657233,101.5771408,-0.156094983,1,0,2.708050251,2.197224617,1.482484606,3797.433838,3.422426209,1.054833827,0.060525604,0.044060241,-0.021152556,0.097622558,0.956350803,0.142234072
Nepal,790,1999,5,5/3/1999,vio,0,peace,0,3,2,5,0,229.84198,1.008791208,4.139955044,0.004441911,1.04657233,101.5771408,-0.156094983,1,0,0.693147182,2.197224617,1.482484606,3797.433838,3.422426209,1.054833827,0.060525604,0.044060241,-0.021152556,0.097622558,0.956350803,0.142234072
Fiji,950,1999,5,5/8/1999,peace,0,peace,0,7,0,7,0,2656.26001,1.163877726,3.044522524,0.003461119,-1.378327774,44.81599808,-0.361005604,0,0,4.442651272,0,1.482484606,3797.433838,3.422426209,1.054833827,0.699488163,0.044060241,-0.021152556,0.097622558,1.103375435,0.142234072
Fiji,950,1999,5,5/8/1999,peace,0,peace,0,7,0,7,0,2656.26001,1.163877726,3.044522524,0.002408217,-1.378327774,44.81599808,-0.361005604,1,0,0.693147182,0,1.482484606,3797.433838,3.422426209,1.054833827,0.699488163,0.044060241,-0.021152556,0.097622558,1.103375435,0.142234072
Fiji,950,1999,5,5/8/1999,peace,0,peace,0,7,0,7,0,2656.26001,1.163877726,3.044522524,0.003461119,-1.378327774,44.81599808,-0.361005604,0,0,4.442651272,0,1.482484606,3797.433838,3.422426209,1.054833827,0.699488163,0.044060241,-0.021152556,0.097622558,1.103375435,0.142234072
Fiji,950,1999,5,5/8/1999,peace,0,peace,0,7,0,7,0,2656.26001,1.163877726,3.044522524,0.002408217,-1.378327774,44.81599808,-0.361005604,1,0,0.693147182,0,1.482484606,3797.433838,3.422426209,1.054833827,0.699488163,0.044060241,-0.021152556,0.097622558,1.103375435,0.142234072
Slovakia,317,1999,5,5/15/1999,peace,0,peace,0,2,0,2,0,3864.179932,0.912928522,2.360854149,0.000645483,0.940663473,73.86696625,-0.357962787,1,0,2.197224617,2.00372982,2.552409901,17175.24805,2.138404509,0.971550917,0.224985391,-0.036000665,0.07883919,0.048988421,0.939661026,-0.065475255
Israel,666,1999,5,5/17/1999,peace,0,peace,0,7,0,7,0,19127.56055,0.985132515,1.774952412,0.000535009,-2.014642294,75.36988831,-0.175407603,1,0,3.610917807,3.951243639,0.379280672,7394.318848,3.147579233,1.071815171,2.586791515,0.065913364,0.040499911,0.004856842,0.919125378,0.087490305
Israel,666,1999,5,5/17/1999,peace,0,peace,0,7,0,7,0,19127.56055,0.985132515,1.774952412,0.000535009,-2.014642294,75.36988831,-0.175407603,1,0,3.610917807,3.951243639,0.379280672,7394.318848,3.147579233,1.071815171,2.586791515,0.065913364,0.040499911,0.004856842,0.919125378,0.087490305
Slovakia,317,1999,5,5/29/1999,peace,0,peace,0,3,0,3,0,3864.179932,0.912928522,2.360854149,0.000645483,0.940663473,73.86696625,-0.357962787,1,0,2.197224617,2.00372982,2.552409901,17175.24805,2.138404509,0.971550917,0.224985391,-0.036000665,0.07883919,0.048988421,0.939661026,-0.065475255
Armenia,371,1999,5,5/30/1999,peace,0,peace,0,6,0,6,0,597.2409668,0.9816342,3.328626633,0.000929921,-3.006759014,64.58453369,-0.361005604,0,0,2.77258873,0,2.552409901,17175.24805,2.138404509,0.971550917,0.034773353,-0.036000665,0.07883919,0.048988421,1.010378599,-0.065475255
South Africa,560,1999,6,6/2/1999,peace,1,peace,0,1,4,3,2,3087.27002,0.977172852,3.97405839,0.007260157,-0.168192699,114.3848114,-0.312543809,1,0,4.143134594,1.819158435,0.53484645,1031.066162,4.397268838,0.97862388,2.994250059,0.008067967,0.081413656,0.092614517,0.998517275,0.018892638
South Africa,560,1999,6,6/2/1999,peace,1,peace,0,1,4,3,2,3087.27002,0.977172852,3.97405839,0.003072752,-0.168192699,114.3848114,-0.312543809,1,0,0.693147182,1.819158435,0.53484645,1031.066162,4.397268838,0.97862388,2.994250059,0.008067967,0.081413656,0.092614517,0.998517275,0.018892638
Indonesia,850,1999,6,6/7/1999,peace,1,peace,0,1,3,2,1,829.5739746,1.374967337,3.758871794,0.003026118,1.188573589,150.2529602,-0.181332186,1,0,2.77258873,0,1.473484818,3950.875732,3.404610202,1.054774219,0.209972173,0.052030522,-0.081342295,-0.012328433,1.303565502,0.136526257
Belgium,211,1999,6,6/13/1999,peace,0,peace,0,8,0,8,0,25509.5,0.996349633,1.589235187,0.000381029,1.696592492,85.10371399,-0.361005604,1,0,4.488636494,4.374708176,2.503168889,16842.45313,2.138681877,0.973996598,1.51459527,-0.067083679,0.045540426,-0.004500161,1.022949815,-0.063029572
Malawi,553,1999,6,6/15/1999,vio,1,vio,1,1,3,1,3,261.5570068,0.987119257,4.695011139,0.006069344,1.036389608,86.46488953,-0.361005604,1,0,4.143134594,1.80555284,0.53484645,1031.066162,4.397268838,0.97862388,0.253676265,0.008067967,0.081413656,0.092614517,1.00868094,0.018892638
Malawi,553,1999,6,6/15/1999,vio,1,vio,1,1,3,1,3,261.5570068,0.987119257,4.695011139,0.006069344,1.036389608,86.46488953,-0.361005604,1,0,4.143134594,1.80555284,0.53484645,1031.066162,4.397268838,0.97862388,0.253676265,0.008067967,0.081413656,0.092614517,1.00868094,0.018892638
Kuwait,690,1999,7,7/3/1999,peace,0,peace,0,3,1,3,1,13358.12988,1.169209838,2.406945229,0.000627319,-1.080750915,56.66136169,-0.361005604,0,0,4.615120411,0,0.522127232,7671.990234,3.119252914,1.063066167,1.741155744,0.093527839,0.078053236,0.146851629,1.099846721,0.078741305
Venezuela,101,1999,7,7/25/1999,peace,0,peace,0,6,0,7,0,4121.580078,1.037287831,3.005682707,0.00311341,0.741958922,101.6285477,-0.358981669,1,0,1.945910096,3.749504089,2.627256526,5978.279297,3.038563529,0.980863804,0.689425826,-0.026643366,0.025187755,0.006568831,1.0575248,-0.047288511
India,750,1999,9,9/5/1999,vio,1,peace,0,1,5,4,1,462.2179871,1.069392085,4.228292465,0.000786615,-0.913969183,191.8537598,1.297003865,1,0,2.995732307,3.971863031,1.49346053,3950.875732,3.404610202,1.054774219,0.116991274,0.045128282,-0.079630099,0.048136719,1.013858795,0.132195756
Central African Republic,482,1999,9,9/19/1999,vio,0,peace,0,5,2,5,2,290.9900208,0.982732415,4.737951279,0.006372735,1.859108127,67.20546722,-0.361005604,1,0,4.290459633,1.945910096,0.516037705,987.3171997,4.408533135,0.978662502,0.294728011,-0.027775137,0.032831892,0.048871942,1.004158616,0.009173894
Egypt,651,1999,9,9/26/1999,peace,1,peace,1,1,7,1,5,1532.889893,1.043264866,3.666122437,0.001318182,-0.844472569,123.3060837,-0.195094973,0,0,5.379897118,0,0.380886851,7394.318848,3.147579233,1.071815171,0.20730643,0.065913364,0.039649285,0.004767334,0.973362684,0.087490305
Austria,305,1999,10,10/3/1999,peace,0,peace,0,14,0,14,0,27210.4707,0.993115842,1.54756248,0.000384306,-0.263988386,80.73753357,-0.361005604,1,0,3.555348158,3.80666256,2.592841433,17303.86133,2.155838448,0.978100008,1.572508574,-0.055853575,0.125296786,0.080432907,1.015352011,-0.062257245
Portugal,235,1999,10,10/10/1999,peace,0,peace,0,13,0,13,0,12487.70996,1.022184372,1.774952412,0.000413822,-0.415603909,85.36617279,-0.361005604,1,0,3.80666256,3.188416719,2.592841433,17303.86133,2.155838448,0.978100008,0.721671879,-0.055853575,0.125296786,0.080432907,1.045071483,-0.062257245
Kazakhstan,705,1999,10,10/10/1999,vio,1,vio,1,1,1,1,1,1132.119995,0.764899373,3.673765898,0.004168025,0.048373729,92.57034302,-0.361005604,0,0,4.753590107,0,1.413217656,3804.180176,3.45028673,1.063109359,0.297598928,0.014248489,-0.251994669,-0.035133988,0.719492674,0.140530899
Botswana,571,1999,10,10/16/1999,peace,0,peace,0,5,0,5,0,3173.690186,1.116737604,3.97217679,0.004595676,-0.099322165,55.5830307,-0.361005604,0,0,3.044522524,0,0.520811997,987.3171997,4.408533135,0.978662502,3.214458466,-0.027775137,0.032964751,0.049841579,1.141085505,0.009173894
Niger,436,1999,10,10/17/1999,peace,1,peace,1,1,3,2,2,175.2570038,0.933230758,4.647271156,0.036175061,1.088488653,85.81812286,-0.331253678,0,1,2.079441547,0,0.520811997,987.3171997,4.408533135,0.978662502,0.177508309,-0.027775137,0.032964751,0.049841579,0.953577697,0.009173894
Argentina,160,1999,10,10/24/1999,peace,0,peace,0,7,2,10,0,8452.879883,0.938647807,2.917770624,0.002211745,0.758132833,110.3806152,-0.361005604,1,0,4.828313828,2.833213329,2.640452424,5978.279297,3.038563529,0.980863804,1.413931966,-0.026643366,0.026899336,0.003526076,0.95696038,-0.047288511
Argentina,160,1999,10,10/24/1999,peace,0,peace,0,7,2,10,0,8452.879883,0.938647807,2.917770624,0.002211745,0.758132833,110.3806152,-0.361005604,1,0,4.828313828,2.833213329,2.640452424,5978.279297,3.038563529,0.980863804,1.413931966,-0.026643366,0.026899336,0.003526076,0.95696038,-0.047288511
Switzerland,225,1999,10,10/24/1999,peace,0,peace,0,7,0,7,0,40642.66016,0.978224635,1.54756248,0.000270046,0.750517449,78.73282623,-0.361005604,1,0,2.397895336,5.024428844,2.592841433,17303.86133,2.155838448,0.978100008,2.348762512,-0.055853575,0.125296786,0.080432907,1.000127435,-0.062257245
Tunisia,616,1999,10,10/24/1999,vio,1,vio,1,1,4,1,4,2388.98999,1.040868044,3.335769653,0.001218173,-0.304284967,83.62314606,-0.361005604,0,0,4.976733685,0,0.381284112,7394.318848,3.147579233,1.071815171,0.323084533,0.065913364,0.039444271,0.004745491,0.971126437,0.087490305
Tunisia,616,1999,10,10/24/1999,vio,1,vio,1,1,4,1,4,2388.98999,1.040868044,3.335769653,0.001218173,-0.304284967,83.62314606,-0.361005604,0,0,4.976733685,0,0.381284112,7394.318848,3.147579233,1.071815171,0.323084533,0.065913364,0.039444271,0.004745491,0.971126437,0.087490305
Kazakhstan,705,1999,10,10/24/1999,vio,1,vio,1,1,2,1,2,1132.119995,0.764899373,3.673765898,0.004168025,0.048373729,92.57034302,-0.361005604,0,0,4.753590107,0,1.413217656,3804.180176,3.45028673,1.063109359,0.297598928,0.014248489,-0.251994669,-0.035133988,0.719492674,0.140530899
Uruguay,165,1999,10,10/31/1999,peace,0,peace,0,4,0,4,0,7193.469727,0.938224435,2.727852821,0.00169802,-0.331766309,65.67784882,-0.361005604,1,0,4.043051243,2.767366886,2.640452424,5978.279297,3.038563529,0.980863804,1.203267574,-0.026643366,0.026899336,0.003526076,0.956528783,-0.047288511
Uruguay,165,1999,10,10/31/1999,peace,0,peace,0,4,0,4,0,7193.469727,0.938224435,2.727852821,0.00169802,-0.331766309,65.67784882,-0.361005604,1,0,4.043051243,2.767366886,2.640452424,5978.279297,3.038563529,0.980863804,1.203267574,-0.026643366,0.026899336,0.003526076,0.956528783,-0.047288511
North Macedonia,343,1999,10,10/31/1999,peace,0,peace,0,5,0,5,0,1931.98999,1.022888064,2.708050251,0.000582491,-0.834929161,57.7902832,-0.361005604,1,0,2.564949274,2.197224617,2.592841433,17303.86133,2.155838448,0.978100008,0.111650802,-0.055853575,0.125296786,0.080432907,1.045790911,-0.062257245
Ukraine,369,1999,10,10/31/1999,vio,1,vio,0,1,1,7,0,664.9899902,0.760627508,2.803360462,0.002650921,-0.460657143,116.792099,-0.361005604,1,0,4.174387455,2.335374832,2.592841433,17303.86133,2.155838448,0.978100008,0.038430151,-0.055853575,0.125296786,0.080432907,0.777658224,-0.062257245
Georgia,372,1999,10,10/31/1999,peace,0,peace,0,3,1,4,0,668.2650146,0.794738054,3.493472815,0.001684328,-0.978553054,71.87054443,-0.255944937,0,0,4.532599449,0,2.592841433,17303.86133,2.155838448,0.978100008,0.038619414,-0.055853575,0.125296786,0.080432907,0.812532485,-0.062257245
Tajikistan,702,1999,11,11/6/1999,peace,1,peace,1,1,2,1,2,177.7120056,0.799488962,4.366912842,0.010479217,-0.572626864,75.98447418,-0.018671965,0,0,4.454347134,0,1.445344833,3892.382324,3.401370193,1.053921146,0.045656361,0.048182156,-0.152645066,-0.006006511,0.758585155,0.131342679
Guatemala,90,1999,11,11/7/1999,vio,1,peace,0,1,10,3,3,1448.279907,0.92204845,3.723280907,0.003488381,0.470287753,86.55332184,-0.360803217,1,0,3.871201038,1.609437943,2.644783894,5978.279297,3.038563529,0.980863804,0.242256984,-0.026643366,0.027356736,0.002551484,0.940037191,-0.047288511
Guatemala,90,1999,11,11/7/1999,vio,1,peace,0,1,10,3,3,1448.279907,0.92204845,3.723280907,0.003488381,0.470287753,86.55332184,-0.360803217,1,0,3.871201038,1.609437943,2.644783894,5978.279297,3.038563529,0.980863804,0.242256984,-0.026643366,0.027356736,0.002551484,0.940037191,-0.047288511
North Macedonia,343,1999,11,11/14/1999,peace,0,peace,0,6,0,6,0,1931.98999,1.022888064,2.708050251,0.000577724,-1.124498856,57.7902832,-0.361005604,1,0,2.639057398,2.206441164,2.520052756,16919.02344,2.13548265,0.970269016,0.1141904,-0.000143297,0.088660471,0.00520292,1.054231405,-0.06661088
Ukraine,369,1999,11,11/14/1999,vio,1,vio,1,1,2,1,1,664.9899902,0.760627508,2.803360462,0.002347492,-0.516647253,116.792099,-0.361005604,1,0,4.189654827,2.343407154,2.520052756,16919.02344,2.13548265,0.970269016,0.039304279,-0.000143297,0.088660471,0.00520292,0.783934653,-0.06661088
Niger,436,1999,11,11/24/1999,peace,0,peace,0,2,3,3,2,175.2570038,0.933230758,4.647271156,0.036797233,1.088036403,85.81812286,-0.331253678,0,1,2.197224617,0,0.525438619,987.3171997,4.408533135,0.978662502,0.177508309,-0.031736545,0.046253774,0.058083382,0.953577697,0.008979931
Niger,436,1999,11,11/24/1999,peace,0,peace,0,3,3,3,2,175.2570038,0.933230758,4.647271156,0.036797233,1.088036403,85.81812286,-0.331253678,0,1,2.197224617,0,0.525438619,987.3171997,4.408533135,0.978662502,0.177508309,-0.031736545,0.046253774,0.058083382,0.953577697,0.008979931
New Zealand,920,1999,11,11/27/1999,peace,0,peace,0,9,0,9,0,15280.99023,1.030551076,1.824549317,0.00066582,-1.44118406,68.02255249,-0.361005604,1,0,3.218875885,4.530805588,1.445344833,3892.382324,3.401370193,1.053921146,3.925870895,0.048182156,-0.152645066,-0.006006511,0.977825582,0.131342679
Uruguay,165,1999,11,11/28/1999,peace,0,peace,0,5,0,5,0,7193.469727,0.938224435,2.727852821,0.001852977,-0.53721534,65.67784882,-0.361005604,1,0,4.060442924,2.77258873,2.644783894,5978.279297,3.038563529,0.980863804,1.203267574,-0.026643366,0.027356736,0.002551484,0.956528783,-0.047288511
Malaysia,820,1999,11,11/29/1999,vio,0,vio,0,2,1,2,1,3762.769775,1.06903863,2.240709543,0.000420978,1.223263801,100.7518921,-0.361005604,0,0,5.402677536,0,1.445344833,3892.382324,3.401370193,1.053921146,0.966700971,0.048182156,-0.152645066,-0.006006511,1.014344096,0.131342679
Namibia,565,1999,11,11/30/1999,peace,0,peace,0,2,0,2,0,1874.470093,1.020225286,3.895893574,0.006261027,-0.537750995,56.61114502,-0.361005604,0,0,4.770684719,0,0.525438619,987.3171997,4.408533135,0.978662502,1.898548961,-0.031736545,0.046253774,0.058083382,1.042469025,0.008979931
Namibia,565,1999,11,11/30/1999,peace,0,peace,0,2,0,2,0,1874.470093,1.020225286,3.895893574,0.006261027,-0.537750995,56.61114502,-0.361005604,0,0,4.770684719,0,0.525438619,987.3171997,4.408533135,0.978662502,1.898548961,-0.031736545,0.046253774,0.058083382,1.042469025,0.008979931
Mozambique,541,1999,12,12/3/1999,peace,0,peace,0,2,2,2,2,290.315979,1.067601204,4.793308258,0.007835104,1.063364536,95.71505737,-0.361005604,0,0,5.0689044,0,0.506053263,966.3496704,4.418549171,0.977098885,0.30042538,-0.04328914,-0.071813971,0.02774032,1.092623472,0.007610277
Mozambique,541,1999,12,12/3/1999,peace,0,peace,0,2,2,2,2,290.315979,1.067601204,4.793308258,0.007835104,1.063364536,95.71505737,-0.361005604,0,0,5.0689044,0,0.506053263,966.3496704,4.418549171,0.977098885,0.30042538,-0.04328914,-0.071813971,0.02774032,1.092623472,0.007610277
Uzbekistan,704,1999,12,12/5/1999,vio,1,vio,1,1,2,1,2,849.4089966,1.123712897,3.988984108,0.002180593,-0.755378701,102.1154861,-0.361005604,0,0,4.779123306,0,1.498339131,4214.366699,3.368619697,1.054222465,0.201550797,0.098418996,-0.121850699,0.012530633,1.0659163,0.131396174
Chile,483,1999,12,12/12/1999,peace,0,peace,0,4,1,4,1,238.5550079,0.858760238,4.671893597,0.00792004,0.976505403,80.65248108,-0.18827562,0,0,4.700480461,0,0.506053263,966.3496704,4.418549171,0.977098885,0.246861994,-0.04328914,-0.071813971,0.02774032,0.878887773,0.007610277
Turkmenistan,701,1999,12,12/12/1999,peace,0,peace,0,2,1,2,1,861.8610229,1.331357598,4.216562271,0.001121379,-1.436267037,70.5727005,-0.361005604,0,0,4.718498707,0,1.498339131,4214.366699,3.368619697,1.054222465,0.204505458,0.098418996,-0.121850699,0.012530633,1.262881041,0.131396174
Russia,365,1999,12,12/19/1999,peace,0,peace,0,4,1,5,0,1430.699951,0.725190818,3.020424843,0.004261393,-0.335670433,141.6134186,-0.210491478,0,0,4.62497282,0,2.561216121,16526.31641,2.190059075,0.965515937,0.086571015,-0.107679106,0.03017539,0.028828247,0.75109148,-0.071510233
Uzbekistan,704,1999,12,12/19/1999,vio,1,vio,1,1,3,1,3,849.4089966,1.123712897,3.988984108,0.002180593,-0.755378701,102.1154861,-0.361005604,0,0,4.779123306,0,1.498339131,4214.366699,3.368619697,1.054222465,0.201550797,0.098418996,-0.121850699,0.012530633,1.0659163,0.131396174
Sri Lanka,780,1999,12,12/21/1999,vio,1,peace,0,1,6,6,1,992.6380005,1.000232697,2.681021452,0.002678198,0.151025454,96.65867615,7.789508343,1,0,4.143134594,1.80555284,1.498339131,4214.366699,3.368619697,1.054222465,0.235536695,0.098418996,-0.121850699,0.012530633,0.948787093,0.131396174
Guatemala,90,1999,12,12/26/1999,vio,1,peace,0,1,11,4,3,1448.279907,0.92204845,3.723280907,0.003488263,0.264591627,86.55332184,-0.360803217,1,0,3.891820192,1.625967264,2.656029957,6047.018066,3.034235436,0.979351174,0.23950316,0.003694343,0.020303778,0.008542528,0.9414891,-0.048801143
Uzbekistan,704,2000,1,1/9/2000,peace,1,peace,1,1,4,1,4,686.3850098,0.80807364,3.964615583,0.008641434,-0.683343008,102.3669586,-0.160416663,0,0,4.787491798,0,1.433044222,4093.709473,3.362392793,1.041491665,0.167668223,0.049716063,-0.137064412,-0.024585061,0.775881052,-0.013282553
Finland,375,2000,1,1/16/2000,peace,0,peace,0,13,0,13,0,24347.43945,0.927760422,1.252762914,0.000207001,0.183908105,73.12768555,-0.361005604,1,0,4.276666164,4.025351524,2.582645402,16485.73047,2.092347041,0.99006373,1.476879597,-0.013044739,0.073333502,0.045901176,0.937071443,0.018512813
Chile,483,2000,1,1/16/2000,peace,0,peace,0,5,1,5,1,210.219986,0.881222308,4.660604954,0.003189497,1.050713232,81.2653656,0.08568944,0,0,4.709530354,0,0.535956992,991.8995972,4.384304214,0.964045415,0.211936757,-0.049722251,-0.065250322,0.054337621,0.914087951,-0.014617087
Finland,375,2000,2,2/6/2000,peace,0,peace,0,14,0,14,0,24347.43945,0.927760422,1.252762914,0.00021104,0.201467039,73.12768555,-0.361005604,1,0,4.290459633,4.026838779,2.458457559,15887.89941,2.074449161,0.98682122,1.532451749,-0.027515281,0.025189867,-0.082250938,0.94015044,0.015270303
Iran,630,2000,2,2/18/2000,peace,0,peace,0,7,3,7,1,5010.496094,1.141928315,3.353406668,0.00080068,-1.970876609,122.9306793,-0.212332919,0,0,3.465735912,0,0.382695037,8821.078125,3.105398651,1.111379056,0.568014026,0.138665363,0.014499474,0.022365246,1.027487755,0.042365726
Kyrgyz Republic,703,2000,2,2/20/2000,vio,0,vio,0,2,2,2,2,280.6350098,1.085767269,3.728100061,0.001323951,0.425587279,72.39157104,-0.355129272,0,0,4.736198425,0,1.438078745,4186.241699,3.369242321,1.041303254,0.067037463,0.035616163,-0.143501222,-0.022469094,1.04270041,-0.013470965
Senegal,433,2000,2,2/27/2000,peace,1,peace,0,1,3,6,0,603.59198,0.892833412,4.22683382,0.005585114,-0.198559434,83.90136719,-0.351688594,0,0,5.442417622,0,0.532505021,977.5824585,4.38929994,0.962518386,0.61743331,-0.058404557,-0.102100857,0.047411542,0.927601397,-0.016144115
Tajikistan,702,2000,2,2/27/2000,vio,0,vio,0,2,2,2,2,159.4170074,0.897052586,4.308111191,0.004573102,-1.200442573,76.17922974,-0.35411042,0,0,4.488636494,0,1.438078745,4186.241699,3.369242321,1.041303254,0.038081177,0.035616163,-0.143501222,-0.022469094,0.861471057,-0.013470965
Thailand,800,2000,3,3/4/2000,peace,1,peace,0,1,5,3,1,2030.72998,0.987075388,2.949688435,0.001696161,0.870315244,122.1768494,-0.360803217,1,0,3.401197433,2.178532362,1.466396735,4094.453613,3.389151505,1.041306846,0.495970935,-0.009205952,-0.155696467,0.002956038,0.947919786,-0.013467373
Spain,230,2000,3,3/12/2000,vio,0,peace,0,7,0,7,0,14724.62988,0.933408976,1.686398983,0.000420262,-1.127232329,112.4415436,-0.361005604,1,0,3.871201038,3.205452919,2.580077298,17098.72852,2.059824873,0.989967031,0.861153483,0.059317481,0.056395084,0.042692851,0.942868769,0.01760162
Tajikistan,702,2000,3,3/12/2000,vio,1,vio,1,1,3,1,3,159.4170074,0.897052586,4.308111191,0.004444904,-1.567523358,76.17922974,-0.35411042,0,0,4.499809742,0,1.466396735,4094.453613,3.389151505,1.041306846,0.038934868,-0.009205952,-0.155696467,0.002956038,0.861468077,-0.013467373
Kyrgyz Republic,703,2000,3,3/12/2000,vio,1,vio,1,1,3,1,3,280.6350098,1.085767269,3.728100061,0.001353523,0.012646904,72.39157104,-0.355129272,0,0,4.744932175,0,1.466396735,4094.453613,3.389151505,1.041306846,0.068540283,-0.009205952,-0.155696467,0.002956038,1.042696714,-0.013467373
El Salvador,92,2000,3,3/12/2000,peace,0,peace,0,5,7,9,3,2007.650024,1.037255764,3.288401842,0.00076355,-0.980326882,75.51062012,-0.361005604,1,0,2.397895336,2.463853359,2.657576614,6235.849121,2.967801504,1.031899639,0.321952939,0.079438612,0.08085639,0.068619475,1.005190492,0.052378487
